Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0092,09/27/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Various surfaces of walls and floors soiled. Clean.
14FOOD-0026,09/29/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Wall next to fryer has grease buildup. Clean.
14FOOD-0017,08/15/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Prep cooler missing lid. Provide lid to prep cooler.
09FOOD-0247,03/25/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Provide sanitary napkin receptacle bin inside women's bathroom.
12FOOD-0047,10/19/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Chlorine 0ppm. Service dish machine. Use 3 compartment sink until dish machine is repaired.
09FOOD-0249,09/23/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION.1. Ice can not be used as a cold holding unit. Discontinue practice. 2. Prep cooler in front of grill is not maintaining 41F or below. Discontinue use and service cooler.
09FOOD-0073,10/24/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Sides of the cooking equipment are soiled with grease and debris. Routinely clean all surfaces.
14FOOD-0017,08/15/2016,(2) FOOD: Original Container; properly labeled.,Multiple food containers are unlabeled. Ensure all food items not stored in original containers are labeled.
12FOOD-0055,05/02/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Handsink to the right of main cook line has less than 18 inch spacing between handsink  and  salad prep station. Provide taller guard for handsink station  and  salad preptop cooler.
09FOOD-0270,03/15/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Plate observed used for fry dispensing at Selina grille please use food grade dispenser with handle
09FOOD-0087,07/05/2016,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Potentially hazardous food is being thawed at room temperature in the basement. Food must be thawed under running water |  in a cooler |  or in a microwave as part of the cooking process.
15FOOD-0005,09/26/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Items under the prep surface in the meat area is being stored atop soiled cardboard. The cardboard is absorbent and not easily cleanable. The cardboard was removed.
09FOOD-0170,10/25/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. There are openings to the outside near the front door. Seal all the openings. Rodent droppings observed. Establishment currently uses Anderson Pest Control. Seal all openings to the outside. The rear exit was propped open. The back door must be kept closed at all times.
13FOOD-0060,08/17/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Fruit flies near dish machine. Pest control operator treated area yesterday. Facility is aware of problem and is actively treating and cleaning.
12FOOD-0049,08/16/2016,(2) FOOD: Original Container; properly labeled.,Ensure all food items not stored in original containers are labeled.
09FOOD-0237,04/11/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled wipe cloths are being stored on the cutting/prep tables. Store wipe cloths in a sanitary bucket when not in use.
16FOOD-0010,10/10/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall paint in the walk in cooler is in disrepair. Repair the walls to be smooth and easily cleanable.
09FOOD-0231,03/25/2016,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Take out containers near the pass thru window are being stored improperly. Store with all the handles facing up to prevent contamination.
09FOOD-0170,07/18/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean the can opener. The surface under the hot hold wells are soiled. Routinely clean all surfaces.
09FOOD-0372,06/08/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Please clean crusted food matter and powder below the table across from walk-in
12FOOD-0022,06/23/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. A valid FSSMC is not on site. Email me a copy within 10 days.
09FOOD-0066,08/02/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor in the kitchen is in disrepair. This leads to an accumulation of food debris and standing water which promote pest activity. Repair the floor. The floor under the shelving in the walk in cooler is soiled. Routinely clean all floors.
12FOOD-0057,10/24/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cookie dough bites and cheese cake bites stored at 67F. Discard items. Must hold at 41F or below.
09FOOD-0344,03/16/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",No chemical sanitizer setup to sanitize food prep areas  and  surfaces. I gave a demonstration to staff  and  manager on proper technique to make 100 ppm bleach |  sanitizer set up at time of report.
11FOOD-0003,09/22/2016,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,Please ensure trash is taken out routinely to prevent pests.
09FOOD-0337,03/23/2016,"(16) FOOD EQUIPMENT AND UTENSILS: Dishwashing facilities: designed, constructed, maintained, installed, located.",The dish machine appears to run continually. Repair the dish machine so that the water stops dispensing once the cycle is done.
09FOOD-0288,03/21/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",1.Please re caulk along edges of 3 compartment sinks where they meet the wall. Some caulking is deteriorating. 2. Please replace hand sink near entrance where there is a broken of chunk of porcelain missing. 3.  Please install a light shield over the bare light bulb at exhaust hood.
09FOOD-0166,02/16/2016,"(16) FOOD EQUIPMENT AND UTENSILS: Dishwashing facilities: designed, constructed, maintained, installed, located.",3 compartment sink middle basin rubber gasket leaks |  replace gasket.
09FOOD-0192,08/05/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The surface under the grill top is soiled. Routinely clean all food contact surfaces.
10FOOD-0011,10/12/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floors require a deep cleaning. Hundreds of dead gnats and other bugs. Contact licensed pest control service as soon as possible.
09FOOD-0329,09/21/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The shelf in the cheese cooler is lined with soiled paper. Remove paper liner.
09FOOD-0100,08/29/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Employee's backpack found sitting on food prep counter. Store personal belongings separate from food prep. Sanitize prep counter.
12FOOD-0046,06/01/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The coolers in the basement do not have a thermometer. Provide a thermometer to monitor the temperature.
09FOOD-0344,03/16/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",-Floors throughout kitchen are heavily soiled |  mop  and  sweep floors and under all equipment more frequently to maintain cleanliness.
09FOOD-0259,03/22/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Please renew certified food service manager certificate
09FOOD-0249,04/21/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Several gaskets throughout soiled |  clean or replace.
09FOOD-0121,03/24/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Walk-in cooler fan grates in Dairy/Bakery/Meat depts are soiled. Clean fan grates.
09FOOD-0073,10/24/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Aspirin is being stored atop the cook line. Store all medications in a designated area away from food.
09FOOD-0066,01/08/2016,(38) LIGHTING: Provided as required; fixtures shielded.,CFL bulbs in the stairs and basement are not shielded. Provide a shield or a shatter proof bulb.
09FOOD-0244,04/27/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. All employees who handle food are required to obtain a food handler certificate. Information for enrollment can be found on the Evanston website: http://www.cityofevanston.org/health/food-service-manager-certification/
09FOOD-0099,08/16/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths are found soiled and sitting on counters. Replace with clean cloths and store in sanitizer solution between use.
15FOOD-0001,04/08/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The right side of the fryer is soiled. Clean all surfaces on a routine basis. The file folder above the hot hold station is soiled. Clean all surfaces on a routine basis.
09FOOD-0185,04/18/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The gaskets to the upright cooler next to the 3-compartment sink are in disrepair. Replace the gaskets.
09FOOD-0181,03/01/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Observed paper towels missing at cafe hand-sink. Please be sure hand towels are provided at hand sinks at all times.
09FOOD-0191,07/27/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Clean the can opener daily. The surface under the microwave is soiled. Routinely clean all food contact surfaces.
09FOOD-0169,09/26/2016,(2) FOOD: Original Container; properly labeled.,Bulk items |  such as sugar |  are not labeled. Label.
12FOOD-0046,06/01/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The basement is becoming cluttered. Remove all items not needed for operation.
09FOOD-0247,09/08/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Floor in basement is soiled with flour. Clean.
13FOOD-0035,04/29/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on cutting boards. When not in use store the wipe cloths in a sanitizer bucket.
